ID,Site,Time,State,Quality,Reason,Status,Suppression,Type,is_chatter
604,Chatter_Site,04/12/2023 00:00:17,In Operation,Good,Current Data,,,Sensor,False
605,Chatter_Site,04/12/2023 00:00:13,Off,Good,Current Data,,,Sensor,True
606,Chatter_Site,04/12/2023 00:00:12,In Operation,Good,Current Data,,,Sensor,True
607,Chatter_Site,04/12/2023 00:00:20,Off,Good,Current Data,,,Sensor,True
608,Chatter_Site,04/12/2023 00:00:08,In Operation,Good,Current Data,,,Sensor,True
609,Chatter_Site,04/12/2023 00:00:09,Off,Good,Current Data,,,Sensor,True
610,Chatter_Site,04/12/2023 00:00:21,In Operation,Good,Current Data,,,Sensor,True
611,Chatter_Site,04/12/2023 00:00:05,Off,Good,Current Data,,,Sensor,True
612,Chatter_Site,04/12/2023 00:00:27,In Operation,Good,Current Data,,,Sensor,True
613,Chatter_Site,04/12/2023 00:00:12,Off,Good,Current Data,,,Sensor,True
614,Chatter_Site,04/12/2023 00:00:18,In Operation,Good,Current Data,,,Sensor,True
615,Chatter_Site,04/12/2023 00:00:21,Off,Good,Current Data,,,Sensor,True
616,Chatter_Site,04/12/2023 00:00:25,In Operation,Good,Current Data,,,Sensor,True
617,Chatter_Site,05/12/2023 00:00:09,In Operation,Good,Current Data,,,Sensor,False
618,Chatter_Site,05/12/2023 00:00:11,Off,Good,Current Data,,,Sensor,True
619,Chatter_Site,05/12/2023 00:00:25,In Operation,Good,Current Data,,,Sensor,True
620,Chatter_Site,05/12/2023 00:00:13,Off,Good,Current Data,,,Sensor,True
621,Chatter_Site,05/12/2023 00:00:18,In Operation,Good,Current Data,,,Sensor,True
622,Chatter_Site,05/12/2023 00:00:27,Off,Good,Current Data,,,Sensor,True
623,Chatter_Site,05/12/2023 00:00:06,In Operation,Good,Current Data,,,Sensor,True
624,Chatter_Site,05/12/2023 00:00:03,Off,Good,Current Data,,,Sensor,True
625,Chatter_Site,05/12/2023 00:00:18,In Operation,Good,Current Data,,,Sensor,True
626,Chatter_Site,05/12/2023 00:00:03,Off,Good,Current Data,,,Sensor,True
627,Chatter_Site,05/12/2023 00:00:18,In Operation,Good,Current Data,,,Sensor,True
628,Chatter_Site,05/12/2023 00:00:19,Off,Good,Current Data,,,Sensor,True
629,Chatter_Site,05/12/2023 00:00:24,In Operation,Good,Current Data,,,Sensor,True
630,Chatter_Site,05/12/2023 00:00:27,Off,Good,Current Data,,,Sensor,True
631,Chatter_Site,05/12/2023 00:00:14,In Operation,Good,Current Data,,,Sensor,True
632,Chatter_Site,06/12/2023 00:00:12,Off,Good,Current Data,,,Sensor,False
633,Chatter_Site,06/12/2023 00:00:22,In Operation,Good,Current Data,,,Sensor,True
634,Chatter_Site,06/12/2023 00:00:03,Off,Good,Current Data,,,Sensor,True
635,Chatter_Site,06/12/2023 00:00:26,In Operation,Good,Current Data,,,Sensor,True
636,Chatter_Site,06/12/2023 00:00:16,Off,Good,Current Data,,,Sensor,True
637,Chatter_Site,06/12/2023 00:00:06,In Operation,Good,Current Data,,,Sensor,True
638,Chatter_Site,06/12/2023 00:00:08,Off,Good,Current Data,,,Sensor,True
639,Chatter_Site,06/12/2023 00:00:20,In Operation,Good,Current Data,,,Sensor,True
640,Chatter_Site,07/12/2023 00:00:23,Off,Good,Current Data,,,Sensor,False
641,Chatter_Site,07/12/2023 00:00:02,In Operation,Good,Current Data,,,Sensor,True
642,Chatter_Site,07/12/2023 00:00:16,Off,Good,Current Data,,,Sensor,True
643,Chatter_Site,07/12/2023 00:00:19,In Operation,Good,Current Data,,,Sensor,True
644,Chatter_Site,07/12/2023 00:00:10,Off,Good,Current Data,,,Sensor,True
645,Chatter_Site,08/12/2023 00:00:23,In Operation,Good,Current Data,,,Sensor,False
646,Chatter_Site,08/12/2023 00:00:05,Off,Good,Current Data,,,Sensor,True
647,Chatter_Site,08/12/2023 00:00:23,In Operation,Good,Current Data,,,Sensor,True
648,Chatter_Site,08/12/2023 00:00:20,Off,Good,Current Data,,,Sensor,True
649,Chatter_Site,08/12/2023 00:00:29,In Operation,Good,Current Data,,,Sensor,True
650,Chatter_Site,08/12/2023 00:00:25,Off,Good,Current Data,,,Sensor,True
651,Chatter_Site,08/12/2023 00:00:15,In Operation,Good,Current Data,,,Sensor,True
652,Chatter_Site,08/12/2023 00:00:14,Off,Good,Current Data,,,Sensor,True
653,Chatter_Site,08/12/2023 00:00:13,In Operation,Good,Current Data,,,Sensor,True
654,Chatter_Site,08/12/2023 00:00:18,Off,Good,Current Data,,,Sensor,True
655,Chatter_Site,08/12/2023 00:00:29,In Operation,Good,Current Data,,,Sensor,True
656,Chatter_Site,08/12/2023 00:00:05,Off,Good,Current Data,,,Sensor,True
657,Chatter_Site,08/12/2023 00:00:04,In Operation,Good,Current Data,,,Sensor,True
658,Chatter_Site,09/12/2023 00:00:23,In Operation,Good,Current Data,,,Sensor,False
659,Chatter_Site,09/12/2023 00:00:22,Off,Good,Current Data,,,Sensor,True
660,Chatter_Site,09/12/2023 00:00:24,In Operation,Good,Current Data,,,Sensor,True
661,Chatter_Site,09/12/2023 00:00:16,Off,Good,Current Data,,,Sensor,True
662,Chatter_Site,09/12/2023 00:00:30,In Operation,Good,Current Data,,,Sensor,True
663,Chatter_Site,09/12/2023 00:00:20,Off,Good,Current Data,,,Sensor,True
664,Chatter_Site,09/12/2023 00:00:11,In Operation,Good,Current Data,,,Sensor,True
665,Chatter_Site,10/12/2023 00:00:22,In Operation,Good,Current Data,,,Sensor,False
666,Chatter_Site,10/12/2023 00:00:12,Off,Good,Current Data,,,Sensor,True
667,Chatter_Site,10/12/2023 00:00:05,In Operation,Good,Current Data,,,Sensor,True
668,Chatter_Site,10/12/2023 00:00:15,Off,Good,Current Data,,,Sensor,True
669,Chatter_Site,10/12/2023 00:00:16,In Operation,Good,Current Data,,,Sensor,True
670,Chatter_Site,10/12/2023 00:00:26,Off,Good,Current Data,,,Sensor,True
671,Chatter_Site,10/12/2023 00:00:24,In Operation,Good,Current Data,,,Sensor,True
672,Chatter_Site,10/12/2023 00:00:20,Off,Good,Current Data,,,Sensor,True
673,Chatter_Site,10/12/2023 00:00:27,In Operation,Good,Current Data,,,Sensor,True
674,Chatter_Site,11/12/2023 00:00:09,In Operation,Good,Current Data,,,Sensor,False
675,Chatter_Site,11/12/2023 00:00:05,Off,Good,Current Data,,,Sensor,True
676,Chatter_Site,11/12/2023 00:00:17,In Operation,Good,Current Data,,,Sensor,True
677,Chatter_Site,11/12/2023 00:00:14,Off,Good,Current Data,,,Sensor,True
678,Chatter_Site,11/12/2023 00:00:26,In Operation,Good,Current Data,,,Sensor,True
679,Chatter_Site,11/12/2023 00:00:23,Off,Good,Current Data,,,Sensor,True
680,Chatter_Site,12/12/2023 00:00:03,In Operation,Good,Current Data,,,Sensor,False
681,Chatter_Site,12/12/2023 00:00:11,Off,Good,Current Data,,,Sensor,True
682,Chatter_Site,12/12/2023 00:00:02,In Operation,Good,Current Data,,,Sensor,True
683,Chatter_Site,12/12/2023 00:00:21,Off,Good,Current Data,,,Sensor,True
684,Chatter_Site,12/12/2023 00:00:17,In Operation,Good,Current Data,,,Sensor,True
685,Chatter_Site,12/12/2023 00:00:24,Off,Good,Current Data,,,Sensor,True
686,Chatter_Site,12/12/2023 00:00:27,In Operation,Good,Current Data,,,Sensor,True
687,Chatter_Site,12/12/2023 00:00:05,Off,Good,Current Data,,,Sensor,True
688,Chatter_Site,12/12/2023 00:00:11,In Operation,Good,Current Data,,,Sensor,True
689,Chatter_Site,12/12/2023 00:00:12,Off,Good,Current Data,,,Sensor,True
690,Chatter_Site,12/12/2023 00:00:24,In Operation,Good,Current Data,,,Sensor,True
691,Chatter_Site,12/12/2023 00:00:04,Off,Good,Current Data,,,Sensor,True
692,Chatter_Site,12/12/2023 00:00:30,In Operation,Good,Current Data,,,Sensor,True
693,Chatter_Site,13/12/2023 00:00:30,In Operation,Good,Current Data,,,Sensor,False
694,Chatter_Site,13/12/2023 00:00:18,Off,Good,Current Data,,,Sensor,True
695,Chatter_Site,13/12/2023 00:00:16,In Operation,Good,Current Data,,,Sensor,True
696,Chatter_Site,13/12/2023 00:00:27,Off,Good,Current Data,,,Sensor,True
697,Chatter_Site,13/12/2023 00:00:08,In Operation,Good,Current Data,,,Sensor,True
698,Chatter_Site,13/12/2023 00:00:02,Off,Good,Current Data,,,Sensor,True
699,Chatter_Site,13/12/2023 00:00:17,In Operation,Good,Current Data,,,Sensor,True
700,Chatter_Site,13/12/2023 00:00:20,Off,Good,Current Data,,,Sensor,True
701,Chatter_Site,13/12/2023 00:00:13,In Operation,Good,Current Data,,,Sensor,True
702,Chatter_Site,13/12/2023 00:00:12,Off,Good,Current Data,,,Sensor,True
703,Chatter_Site,13/12/2023 00:00:28,In Operation,Good,Current Data,,,Sensor,True
704,Chatter_Site,13/12/2023 00:00:27,Off,Good,Current Data,,,Sensor,True
705,Chatter_Site,13/12/2023 00:00:20,In Operation,Good,Current Data,,,Sensor,True
706,Chatter_Site,13/12/2023 00:00:14,Off,Good,Current Data,,,Sensor,True
707,Chatter_Site,14/12/2023 00:00:09,In Operation,Good,Current Data,,,Sensor,False
708,Chatter_Site,14/12/2023 00:00:04,Off,Good,Current Data,,,Sensor,True
709,Chatter_Site,14/12/2023 00:00:09,In Operation,Good,Current Data,,,Sensor,True
710,Chatter_Site,14/12/2023 00:00:10,Off,Good,Current Data,,,Sensor,True
711,Chatter_Site,14/12/2023 00:00:23,In Operation,Good,Current Data,,,Sensor,True
712,Chatter_Site,14/12/2023 00:00:08,Off,Good,Current Data,,,Sensor,True
713,Chatter_Site,14/12/2023 00:00:18,In Operation,Good,Current Data,,,Sensor,True
714,Chatter_Site,14/12/2023 00:00:10,Off,Good,Current Data,,,Sensor,True
715,Chatter_Site,14/12/2023 00:00:13,In Operation,Good,Current Data,,,Sensor,True
716,Chatter_Site,14/12/2023 00:00:08,Off,Good,Current Data,,,Sensor,True
717,Chatter_Site,14/12/2023 00:00:05,In Operation,Good,Current Data,,,Sensor,True
718,Chatter_Site,15/12/2023 00:00:21,In Operation,Good,Current Data,,,Sensor,False
719,Chatter_Site,15/12/2023 00:00:21,Off,Good,Current Data,,,Sensor,True
720,Chatter_Site,15/12/2023 00:00:14,In Operation,Good,Current Data,,,Sensor,True
721,Chatter_Site,15/12/2023 00:00:12,Off,Good,Current Data,,,Sensor,True
722,Chatter_Site,15/12/2023 00:00:17,In Operation,Good,Current Data,,,Sensor,True
723,Chatter_Site,15/12/2023 00:00:13,Off,Good,Current Data,,,Sensor,True
724,Chatter_Site,15/12/2023 00:00:04,In Operation,Good,Current Data,,,Sensor,True
725,Chatter_Site,15/12/2023 00:00:13,Off,Good,Current Data,,,Sensor,True
726,Chatter_Site,15/12/2023 00:00:08,In Operation,Good,Current Data,,,Sensor,True
727,Chatter_Site,15/12/2023 00:00:12,Off,Good,Current Data,,,Sensor,True
728,Chatter_Site,15/12/2023 00:00:06,In Operation,Good,Current Data,,,Sensor,True
729,Chatter_Site,15/12/2023 00:00:04,Off,Good,Current Data,,,Sensor,True
730,Chatter_Site,15/12/2023 00:00:09,In Operation,Good,Current Data,,,Sensor,True
731,Chatter_Site,16/12/2023 00:00:24,In Operation,Good,Current Data,,,Sensor,False
732,Chatter_Site,16/12/2023 00:00:26,Off,Good,Current Data,,,Sensor,True
733,Chatter_Site,16/12/2023 00:00:02,In Operation,Good,Current Data,,,Sensor,True
734,Chatter_Site,16/12/2023 00:00:18,Off,Good,Current Data,,,Sensor,True
735,Chatter_Site,16/12/2023 00:00:02,In Operation,Good,Current Data,,,Sensor,True
736,Chatter_Site,16/12/2023 00:00:28,Off,Good,Current Data,,,Sensor,True
737,Chatter_Site,16/12/2023 00:00:05,In Operation,Good,Current Data,,,Sensor,True
738,Chatter_Site,16/12/2023 00:00:28,Off,Good,Current Data,,,Sensor,True
739,Chatter_Site,16/12/2023 00:00:29,In Operation,Good,Current Data,,,Sensor,True
740,Chatter_Site,16/12/2023 00:00:21,Off,Good,Current Data,,,Sensor,True
741,Chatter_Site,16/12/2023 00:00:17,In Operation,Good,Current Data,,,Sensor,True
742,Chatter_Site,17/12/2023 00:00:25,Off,Good,Current Data,,,Sensor,False
743,Chatter_Site,17/12/2023 00:00:15,In Operation,Good,Current Data,,,Sensor,True
744,Chatter_Site,17/12/2023 00:00:11,Off,Good,Current Data,,,Sensor,True
745,Chatter_Site,17/12/2023 00:00:18,In Operation,Good,Current Data,,,Sensor,True
746,Chatter_Site,17/12/2023 00:00:04,Off,Good,Current Data,,,Sensor,True
747,Chatter_Site,17/12/2023 00:00:02,In Operation,Good,Current Data,,,Sensor,True
748,Chatter_Site,17/12/2023 00:00:24,Off,Good,Current Data,,,Sensor,True
749,Chatter_Site,17/12/2023 00:00:26,In Operation,Good,Current Data,,,Sensor,True
750,Chatter_Site,17/12/2023 00:00:21,Off,Good,Current Data,,,Sensor,True
751,Chatter_Site,17/12/2023 00:00:19,In Operation,Good,Current Data,,,Sensor,True
752,Chatter_Site,17/12/2023 00:00:12,Off,Good,Current Data,,,Sensor,True
753,Chatter_Site,17/12/2023 00:00:25,In Operation,Good,Current Data,,,Sensor,True
754,Chatter_Site,17/12/2023 00:00:06,Off,Good,Current Data,,,Sensor,True
755,Chatter_Site,17/12/2023 00:00:25,In Operation,Good,Current Data,,,Sensor,True
756,Chatter_Site,18/12/2023 00:00:00,In Operation,Good,Current Data,,,Sensor,False
757,Chatter_Site,18/12/2023 00:00:14,Off,Good,Current Data,,,Sensor,True
758,Chatter_Site,18/12/2023 00:00:18,In Operation,Good,Current Data,,,Sensor,True
759,Chatter_Site,18/12/2023 00:00:00,Off,Good,Current Data,,,Sensor,True
760,Chatter_Site,18/12/2023 00:00:15,In Operation,Good,Current Data,,,Sensor,True
761,Chatter_Site,18/12/2023 00:00:09,Off,Good,Current Data,,,Sensor,True
762,Chatter_Site,18/12/2023 00:00:17,In Operation,Good,Current Data,,,Sensor,True
763,Chatter_Site,19/12/2023 00:00:28,In Operation,Good,Current Data,,,Sensor,False
764,Chatter_Site,19/12/2023 00:00:21,Off,Good,Current Data,,,Sensor,True
765,Chatter_Site,19/12/2023 00:00:29,In Operation,Good,Current Data,,,Sensor,True
766,Chatter_Site,19/12/2023 00:00:09,Off,Good,Current Data,,,Sensor,True
767,Chatter_Site,19/12/2023 00:00:23,In Operation,Good,Current Data,,,Sensor,True
768,Chatter_Site,19/12/2023 00:00:08,Off,Good,Current Data,,,Sensor,True
769,Chatter_Site,19/12/2023 00:00:01,In Operation,Good,Current Data,,,Sensor,True
770,Chatter_Site,19/12/2023 00:00:12,Off,Good,Current Data,,,Sensor,True
771,Chatter_Site,19/12/2023 00:00:27,In Operation,Good,Current Data,,,Sensor,True
772,Chatter_Site,19/12/2023 00:00:03,Off,Good,Current Data,,,Sensor,True
773,Chatter_Site,19/12/2023 00:00:14,In Operation,Good,Current Data,,,Sensor,True
774,Chatter_Site,19/12/2023 00:00:05,Off,Good,Current Data,,,Sensor,True
775,Chatter_Site,19/12/2023 00:00:24,In Operation,Good,Current Data,,,Sensor,True
776,Chatter_Site,19/12/2023 00:00:00,Off,Good,Current Data,,,Sensor,True
777,Chatter_Site,19/12/2023 00:00:04,In Operation,Good,Current Data,,,Sensor,True
778,Chatter_Site,20/12/2023 00:00:07,In Operation,Good,Current Data,,,Sensor,False
779,Chatter_Site,20/12/2023 00:00:16,Off,Good,Current Data,,,Sensor,True
780,Chatter_Site,20/12/2023 00:00:21,In Operation,Good,Current Data,,,Sensor,True
781,Chatter_Site,20/12/2023 00:00:23,Off,Good,Current Data,,,Sensor,True
782,Chatter_Site,20/12/2023 00:00:17,In Operation,Good,Current Data,,,Sensor,True
783,Chatter_Site,20/12/2023 00:00:27,Off,Good,Current Data,,,Sensor,True
784,Chatter_Site,20/12/2023 00:00:21,In Operation,Good,Current Data,,,Sensor,True
785,Chatter_Site,20/12/2023 00:00:05,Off,Good,Current Data,,,Sensor,True
786,Chatter_Site,20/12/2023 00:00:11,In Operation,Good,Current Data,,,Sensor,True
787,Chatter_Site,20/12/2023 00:00:05,Off,Good,Current Data,,,Sensor,True
788,Chatter_Site,20/12/2023 00:00:01,In Operation,Good,Current Data,,,Sensor,True
789,Chatter_Site,21/12/2023 00:00:20,In Operation,Good,Current Data,,,Sensor,False
790,Chatter_Site,21/12/2023 00:00:30,Off,Good,Current Data,,,Sensor,True
791,Chatter_Site,21/12/2023 00:00:14,In Operation,Good,Current Data,,,Sensor,True
792,Chatter_Site,21/12/2023 00:00:15,Off,Good,Current Data,,,Sensor,True
793,Chatter_Site,21/12/2023 00:00:06,In Operation,Good,Current Data,,,Sensor,True
794,Chatter_Site,21/12/2023 00:00:23,Off,Good,Current Data,,,Sensor,True
795,Chatter_Site,21/12/2023 00:00:18,In Operation,Good,Current Data,,,Sensor,True
796,Chatter_Site,21/12/2023 00:00:23,Off,Good,Current Data,,,Sensor,True
797,Chatter_Site,21/12/2023 00:00:03,In Operation,Good,Current Data,,,Sensor,True
798,Chatter_Site,21/12/2023 00:00:14,Off,Good,Current Data,,,Sensor,True
799,Chatter_Site,21/12/2023 00:00:12,In Operation,Good,Current Data,,,Sensor,True
800,Chatter_Site,21/12/2023 00:00:01,Off,Good,Current Data,,,Sensor,True
801,Chatter_Site,21/12/2023 00:00:16,In Operation,Good,Current Data,,,Sensor,True
802,Chatter_Site,21/12/2023 00:00:00,Off,Good,Current Data,,,Sensor,True
803,Chatter_Site,21/12/2023 00:00:03,In Operation,Good,Current Data,,,Sensor,True
804,Chatter_Site,22/12/2023 00:00:04,In Operation,Good,Current Data,,,Sensor,False
805,Chatter_Site,22/12/2023 00:00:18,Off,Good,Current Data,,,Sensor,True
806,Chatter_Site,22/12/2023 00:00:09,In Operation,Good,Current Data,,,Sensor,True
807,Chatter_Site,22/12/2023 00:00:20,Off,Good,Current Data,,,Sensor,True
808,Chatter_Site,22/12/2023 00:00:12,In Operation,Good,Current Data,,,Sensor,True
809,Chatter_Site,22/12/2023 00:00:14,Off,Good,Current Data,,,Sensor,True
810,Chatter_Site,23/12/2023 00:00:06,In Operation,Good,Current Data,,,Sensor,False
811,Chatter_Site,23/12/2023 00:00:18,Off,Good,Current Data,,,Sensor,True
812,Chatter_Site,23/12/2023 00:00:05,In Operation,Good,Current Data,,,Sensor,True
813,Chatter_Site,23/12/2023 00:00:04,Off,Good,Current Data,,,Sensor,True
814,Chatter_Site,23/12/2023 00:00:02,In Operation,Good,Current Data,,,Sensor,True
815,Chatter_Site,23/12/2023 00:00:06,Off,Good,Current Data,,,Sensor,True
816,Chatter_Site,23/12/2023 00:00:06,In Operation,Good,Current Data,,,Sensor,True
817,Chatter_Site,23/12/2023 00:00:22,Off,Good,Current Data,,,Sensor,True
818,Chatter_Site,23/12/2023 00:00:24,In Operation,Good,Current Data,,,Sensor,True
819,Chatter_Site,23/12/2023 00:00:09,Off,Good,Current Data,,,Sensor,True
820,Chatter_Site,23/12/2023 00:00:30,In Operation,Good,Current Data,,,Sensor,True
821,Chatter_Site,23/12/2023 00:00:25,Off,Good,Current Data,,,Sensor,True
822,Chatter_Site,23/12/2023 00:00:18,In Operation,Good,Current Data,,,Sensor,True
823,Chatter_Site,23/12/2023 00:00:25,Off,Good,Current Data,,,Sensor,True
824,Chatter_Site,24/12/2023 00:00:04,Off,Good,Current Data,,,Sensor,False
825,Chatter_Site,24/12/2023 00:00:03,In Operation,Good,Current Data,,,Sensor,True
826,Chatter_Site,24/12/2023 00:00:21,Off,Good,Current Data,,,Sensor,True
827,Chatter_Site,24/12/2023 00:00:07,In Operation,Good,Current Data,,,Sensor,True
828,Chatter_Site,24/12/2023 00:00:19,Off,Good,Current Data,,,Sensor,True
829,Chatter_Site,24/12/2023 00:00:18,In Operation,Good,Current Data,,,Sensor,True
830,Chatter_Site,24/12/2023 00:00:14,Off,Good,Current Data,,,Sensor,True
831,Chatter_Site,24/12/2023 00:00:30,In Operation,Good,Current Data,,,Sensor,True
832,Chatter_Site,24/12/2023 00:00:07,Off,Good,Current Data,,,Sensor,True
833,Chatter_Site,24/12/2023 00:00:04,In Operation,Good,Current Data,,,Sensor,True
834,Chatter_Site,24/12/2023 00:00:29,Off,Good,Current Data,,,Sensor,True
835,Chatter_Site,24/12/2023 00:00:19,In Operation,Good,Current Data,,,Sensor,True
836,Chatter_Site,24/12/2023 00:00:28,Off,Good,Current Data,,,Sensor,True
837,Chatter_Site,24/12/2023 00:00:25,In Operation,Good,Current Data,,,Sensor,True
838,Chatter_Site,25/12/2023 00:00:02,In Operation,Good,Current Data,,,Sensor,False
839,Chatter_Site,25/12/2023 00:00:30,Off,Good,Current Data,,,Sensor,True
840,Chatter_Site,25/12/2023 00:00:16,In Operation,Good,Current Data,,,Sensor,True
841,Chatter_Site,25/12/2023 00:00:05,Off,Good,Current Data,,,Sensor,True
842,Chatter_Site,25/12/2023 00:00:16,In Operation,Good,Current Data,,,Sensor,True
843,Chatter_Site,25/12/2023 00:00:13,Off,Good,Current Data,,,Sensor,True
844,Chatter_Site,25/12/2023 00:00:13,In Operation,Good,Current Data,,,Sensor,True
845,Chatter_Site,25/12/2023 00:00:29,Off,Good,Current Data,,,Sensor,True
846,Chatter_Site,25/12/2023 00:00:15,In Operation,Good,Current Data,,,Sensor,True
847,Chatter_Site,25/12/2023 00:00:24,Off,Good,Current Data,,,Sensor,True
848,Chatter_Site,25/12/2023 00:00:05,In Operation,Good,Current Data,,,Sensor,True
849,Chatter_Site,25/12/2023 00:00:12,Off,Good,Current Data,,,Sensor,True
850,Chatter_Site,25/12/2023 00:00:14,In Operation,Good,Current Data,,,Sensor,True
851,Chatter_Site,25/12/2023 00:00:09,Off,Good,Current Data,,,Sensor,True
852,Chatter_Site,25/12/2023 00:00:03,In Operation,Good,Current Data,,,Sensor,True
853,Chatter_Site,26/12/2023 00:00:09,In Operation,Good,Current Data,,,Sensor,False
854,Chatter_Site,26/12/2023 00:00:14,Off,Good,Current Data,,,Sensor,True
855,Chatter_Site,26/12/2023 00:00:05,In Operation,Good,Current Data,,,Sensor,True
856,Chatter_Site,26/12/2023 00:00:17,Off,Good,Current Data,,,Sensor,True
857,Chatter_Site,26/12/2023 00:00:27,In Operation,Good,Current Data,,,Sensor,True
858,Chatter_Site,26/12/2023 00:00:03,Off,Good,Current Data,,,Sensor,True
859,Chatter_Site,26/12/2023 00:00:03,In Operation,Good,Current Data,,,Sensor,True
860,Chatter_Site,27/12/2023 00:00:01,Off,Good,Current Data,,,Sensor,False
861,Chatter_Site,27/12/2023 00:00:07,In Operation,Good,Current Data,,,Sensor,True
862,Chatter_Site,27/12/2023 00:00:15,Off,Good,Current Data,,,Sensor,True
863,Chatter_Site,27/12/2023 00:00:03,In Operation,Good,Current Data,,,Sensor,True
864,Chatter_Site,27/12/2023 00:00:01,Off,Good,Current Data,,,Sensor,True
865,Chatter_Site,27/12/2023 00:00:01,In Operation,Good,Current Data,,,Sensor,True
866,Chatter_Site,27/12/2023 00:00:21,Off,Good,Current Data,,,Sensor,True
867,Chatter_Site,27/12/2023 00:00:15,In Operation,Good,Current Data,,,Sensor,True
868,Chatter_Site,27/12/2023 00:00:14,Off,Good,Current Data,,,Sensor,True
869,Chatter_Site,27/12/2023 00:00:21,In Operation,Good,Current Data,,,Sensor,True
870,Chatter_Site,28/12/2023 00:00:13,In Operation,Good,Current Data,,,Sensor,False
871,Chatter_Site,28/12/2023 00:00:23,Off,Good,Current Data,,,Sensor,True
872,Chatter_Site,28/12/2023 00:00:24,In Operation,Good,Current Data,,,Sensor,True
873,Chatter_Site,28/12/2023 00:00:07,Off,Good,Current Data,,,Sensor,True
874,Chatter_Site,28/12/2023 00:00:20,In Operation,Good,Current Data,,,Sensor,True
875,Chatter_Site,28/12/2023 00:00:09,Off,Good,Current Data,,,Sensor,True
876,Chatter_Site,28/12/2023 00:00:15,In Operation,Good,Current Data,,,Sensor,True
877,Chatter_Site,29/12/2023 00:00:04,In Operation,Good,Current Data,,,Sensor,False
878,Chatter_Site,29/12/2023 00:00:26,Off,Good,Current Data,,,Sensor,True
879,Chatter_Site,29/12/2023 00:00:29,In Operation,Good,Current Data,,,Sensor,True
880,Chatter_Site,29/12/2023 00:00:24,Off,Good,Current Data,,,Sensor,True
881,Chatter_Site,29/12/2023 00:00:02,In Operation,Good,Current Data,,,Sensor,True
882,Chatter_Site,29/12/2023 00:00:08,Off,Good,Current Data,,,Sensor,True
883,Chatter_Site,29/12/2023 00:00:25,In Operation,Good,Current Data,,,Sensor,True
884,Chatter_Site,29/12/2023 00:00:16,Off,Good,Current Data,,,Sensor,True
885,Chatter_Site,29/12/2023 00:00:09,In Operation,Good,Current Data,,,Sensor,True
886,Chatter_Site,29/12/2023 00:00:00,Off,Good,Current Data,,,Sensor,True
887,Chatter_Site,29/12/2023 00:00:02,In Operation,Good,Current Data,,,Sensor,True
888,Chatter_Site,29/12/2023 00:00:25,Off,Good,Current Data,,,Sensor,True
889,Chatter_Site,30/12/2023 00:00:08,In Operation,Good,Current Data,,,Sensor,False
890,Chatter_Site,30/12/2023 00:00:27,Off,Good,Current Data,,,Sensor,True
891,Chatter_Site,30/12/2023 00:00:30,In Operation,Good,Current Data,,,Sensor,True
892,Chatter_Site,30/12/2023 00:00:03,Off,Good,Current Data,,,Sensor,True
893,Chatter_Site,30/12/2023 00:00:05,In Operation,Good,Current Data,,,Sensor,True
894,Chatter_Site,30/12/2023 00:00:07,Off,Good,Current Data,,,Sensor,True
895,Chatter_Site,30/12/2023 00:00:02,In Operation,Good,Current Data,,,Sensor,True
896,Chatter_Site,30/12/2023 00:00:01,Off,Good,Current Data,,,Sensor,True
897,Chatter_Site,30/12/2023 00:00:21,In Operation,Good,Current Data,,,Sensor,True
898,Chatter_Site,30/12/2023 00:00:18,Off,Good,Current Data,,,Sensor,True
899,Chatter_Site,30/12/2023 00:00:18,In Operation,Good,Current Data,,,Sensor,True
900,Chatter_Site,30/12/2023 00:00:30,Off,Good,Current Data,,,Sensor,True
901,Chatter_Site,30/12/2023 00:00:00,In Operation,Good,Current Data,,,Sensor,True
902,Chatter_Site,30/12/2023 00:00:01,Off,Good,Current Data,,,Sensor,True
903,Chatter_Site,30/12/2023 00:00:12,In Operation,Good,Current Data,,,Sensor,True
904,Chatter_Site,31/12/2023 00:00:15,In Operation,Good,Current Data,,,Sensor,False
905,Chatter_Site,31/12/2023 00:00:26,Off,Good,Current Data,,,Sensor,True
906,Chatter_Site,31/12/2023 00:00:26,In Operation,Good,Current Data,,,Sensor,True
907,Chatter_Site,31/12/2023 00:00:29,Off,Good,Current Data,,,Sensor,True
908,Chatter_Site,31/12/2023 00:00:13,In Operation,Good,Current Data,,,Sensor,True
909,Chatter_Site,31/12/2023 00:00:01,Off,Good,Current Data,,,Sensor,True
910,Chatter_Site,31/12/2023 00:00:02,In Operation,Good,Current Data,,,Sensor,True
911,Chatter_Site,01/01/2024 00:00:13,In Operation,Good,Current Data,,,Sensor,False
912,Chatter_Site,01/01/2024 00:00:08,Off,Good,Current Data,,,Sensor,True
913,Chatter_Site,01/01/2024 00:00:01,In Operation,Good,Current Data,,,Sensor,True
914,Chatter_Site,01/01/2024 00:00:12,Off,Good,Current Data,,,Sensor,True
915,Chatter_Site,01/01/2024 00:00:08,In Operation,Good,Current Data,,,Sensor,True
916,Chatter_Site,01/01/2024 00:00:25,Off,Good,Current Data,,,Sensor,True
917,Chatter_Site,01/01/2024 00:00:06,In Operation,Good,Current Data,,,Sensor,True
918,Chatter_Site,01/01/2024 00:00:14,Off,Good,Current Data,,,Sensor,True
919,Chatter_Site,02/01/2024 00:00:10,Off,Good,Current Data,,,Sensor,False
