ID,Site,Time,Value,State,Quality,Reason,Status,Suppression,Type,real_point
367,Site_001,19/12/2023 02:59:56,1,Off,Good,Current Data,,None,,
368,Site_001,19/12/2023 02:58:34,1,Off,Good,Current Data,,None,,
369,Site_001,19/12/2023 02:56:41,1,Off,Good,Current Data,,None,,
370,Site_001,19/12/2023 02:55:42,1,Off,Good,Current Data,,None,,
371,Site_001,19/12/2023 02:53:20,1,Off,Good,Current Data,,None,,
372,Site_001,19/12/2023 02:52:51,1,Off,Good,Current Data,,None,,
373,Site_001,18/12/2023 16:55:33,1,Off,Good,Current Data,,None,,
374,Site_001,18/12/2023 16:50:07,1,Off,Good,Current Data,,None,,
375,Site_001,18/12/2023 16:32:54,1,Off,Good,Current Data,,None,,
376,Site_001,18/12/2023 08:42:14,1,Off,Good,Current Data,,None,,
377,Site_001,18/12/2023 06:09:08,1,Off,Good,Current Data,,None,,
378,Site_001,18/12/2023 06:07:59,1,Off,Good,Current Data,,None,,
379,Site_001,18/12/2023 06:06:35,1,Off,Good,Current Data,,None,,
380,Site_001,18/12/2023 05:50:17,1,Off,Good,Current Data,,None,,
381,Site_001,18/12/2023 05:37:14,1,Off,Good,Current Data,,None,,
382,Site_001,18/12/2023 05:21:44,1,Off,Good,Current Data,,None,,
383,Site_001,18/12/2023 04:59:51,1,Off,Good,Current Data,,None,,
384,Site_001,18/12/2023 04:50:17,1,Off,Good,Current Data,,None,,
385,Site_001,18/12/2023 04:22:50,1,Off,Good,Current Data,,None,,
386,Site_001,18/12/2023 03:58:58,1,Off,Good,Current Data,,None,,
387,Site_001,18/12/2023 03:33:03,1,Off,Good,Current Data,,None,,
388,Site_001,18/12/2023 03:19:36,1,Off,Good,Current Data,,None,,
389,Site_001,18/12/2023 02:42:09,1,Off,Good,Current Data,,None,,
390,Site_001,18/12/2023 02:15:01,1,Off,Good,Current Data,,None,,
391,Site_001,18/12/2023 02:11:53,1,Off,Good,Current Data,,None,,
392,Site_001,18/12/2023 01:29:20,1,Off,Good,Current Data,,None,,
393,Site_001,17/12/2023 09:57:09,1,Off,Good,Current Data,,None,,
394,Site_001,17/12/2023 09:54:59,1,Off,Good,Current Data,,None,,
395,Site_001,17/12/2023 09:51:40,1,Off,Good,Current Data,,None,,
396,Site_001,17/12/2023 09:49:13,1,Off,Good,Current Data,,None,,
397,Site_001,17/12/2023 09:43:02,1,Off,Good,Current Data,,None,,
398,Site_001,17/12/2023 09:19:06,1,Off,Good,Current Data,,None,,
399,Site_001,17/12/2023 09:10:09,1,Off,Good,Current Data,,None,,
400,Site_001,17/12/2023 08:56:37,1,Off,Good,Current Data,,None,,
401,Site_001,17/12/2023 08:56:32,1,Off,Good,Current Data,,None,,
402,Site_001,17/12/2023 08:33:12,1,Off,Good,Current Data,,None,,
403,Site_001,17/12/2023 08:33:07,1,Off,Good,Current Data,,None,,
404,Site_001,17/12/2023 08:21:09,1,Off,Good,Current Data,,None,,
405,Site_001,17/12/2023 08:21:04,1,Off,Good,Current Data,,None,,
406,Site_001,17/12/2023 06:04:44,1,Off,Good,Current Data,,None,,
407,Site_001,17/12/2023 05:55:01,1,Off,Good,Current Data,,None,,
408,Site_001,17/12/2023 05:32:22,1,Off,Good,Current Data,,None,,
409,Site_001,17/12/2023 05:23:10,1,Off,Good,Current Data,,None,,
410,Site_001,17/12/2023 05:17:07,1,Off,Good,Current Data,,None,,
411,Site_001,17/12/2023 05:13:56,1,Off,Good,Current Data,,None,,
412,Site_001,17/12/2023 05:07:21,1,Off,Good,Current Data,,None,,
413,Site_001,17/12/2023 04:46:26,1,Off,Good,Current Data,,None,,
414,Site_001,17/12/2023 04:42:34,1,Off,Good,Current Data,,None,,
415,Site_001,17/12/2023 04:29:50,1,Off,Good,Current Data,,None,,
416,Site_001,17/12/2023 04:26:27,1,Off,Good,Current Data,,None,,
417,Site_001,17/12/2023 04:02:50,1,Off,Good,Current Data,,None,,
418,Site_001,17/12/2023 03:51:27,1,Off,Good,Current Data,,None,,
419,Site_001,17/12/2023 03:50:43,1,Off,Good,Current Data,,None,,
420,Site_001,17/12/2023 03:42:47,1,Off,Good,Current Data,,None,,
421,Site_001,17/12/2023 03:33:53,1,Off,Good,Current Data,,None,,
422,Site_001,17/12/2023 03:32:56,1,Off,Good,Current Data,,None,,
423,Site_001,17/12/2023 03:25:58,1,Off,Good,Current Data,,None,,
424,Site_001,17/12/2023 03:20:34,1,Off,Good,Current Data,,None,,
425,Site_001,17/12/2023 02:37:44,1,Off,Good,Current Data,,None,,
426,Site_001,17/12/2023 02:27:01,1,Off,Good,Current Data,,None,,
427,Site_001,17/12/2023 01:22:09,1,Off,Good,Current Data,,None,,
428,Site_001,17/12/2023 01:08:08,1,Off,Good,Current Data,,None,,
429,Site_001,17/12/2023 00:59:46,1,Off,Good,Current Data,,None,,
430,Site_001,17/12/2023 00:45:40,1,Off,Good,Current Data,,None,,
431,Site_001,17/12/2023 00:44:43,1,Off,Good,Current Data,,None,,
432,Site_001,17/12/2023 00:43:22,1,Off,Good,Current Data,,None,,
433,Site_001,17/12/2023 00:37:55,1,Off,Good,Current Data,,None,,
434,Site_001,17/12/2023 00:37:23,1,Off,Good,Current Data,,None,,
435,Site_001,17/12/2023 00:22:40,1,Off,Good,Current Data,,None,,
436,Site_001,17/12/2023 00:21:41,1,Off,Good,Current Data,,None,,
437,Site_001,16/12/2023 23:57:43,1,Off,Good,Current Data,,None,,
438,Site_001,16/12/2023 23:36:18,1,Off,Good,Current Data,,None,,
439,Site_001,16/12/2023 23:28:36,1,Off,Good,Current Data,,None,,
440,Site_001,16/12/2023 23:19:35,1,Off,Good,Current Data,,None,,
441,Site_001,16/12/2023 23:16:09,1,Off,Good,Current Data,,None,,
442,Site_001,16/12/2023 22:09:55,1,Off,Good,Current Data,,None,,
443,Site_001,16/12/2023 05:38:54,1,Off,Good,Current Data,,None,,
444,Site_001,16/12/2023 05:13:08,1,Off,Good,Current Data,,None,,
445,Site_001,16/12/2023 04:36:28,1,Off,Good,Current Data,,None,,
446,Site_001,16/12/2023 04:16:45,1,Off,Good,Current Data,,None,,
447,Site_001,16/12/2023 04:14:05,1,Off,Good,Current Data,,None,,
448,Site_001,16/12/2023 04:04:55,1,Off,Good,Current Data,,None,,
449,Site_001,16/12/2023 03:43:27,1,Off,Good,Current Data,,None,,
450,Site_001,16/12/2023 03:31:34,1,Off,Good,Current Data,,None,,
451,Site_001,16/12/2023 03:13:01,1,Off,Good,Current Data,,None,,
452,Site_001,16/12/2023 02:27:52,1,Off,Good,Current Data,,None,,
453,Site_001,16/12/2023 02:24:41,1,Off,Good,Current Data,,None,,
454,Site_001,16/12/2023 01:59:15,1,Off,Good,Current Data,,None,,
455,Site_001,16/12/2023 01:55:26,1,Off,Good,Current Data,,None,,
456,Site_001,16/12/2023 01:23:33,1,Off,Good,Current Data,,None,,
457,Site_001,16/12/2023 00:39:49,1,Off,Good,Current Data,,None,,
458,Site_001,16/12/2023 00:34:53,1,Off,Good,Current Data,,None,,
459,Site_001,16/12/2023 00:30:58,1,Off,Good,Current Data,,None,,
460,Site_001,16/12/2023 00:27:51,1,Off,Good,Current Data,,None,,
461,Site_001,15/12/2023 22:55:35,1,Off,Good,Current Data,,None,,
462,Site_001,15/12/2023 22:47:26,1,Off,Good,Current Data,,None,,
463,Site_001,15/12/2023 22:36:10,1,Off,Good,Current Data,,None,,
464,Site_001,15/12/2023 22:27:56,1,Off,Good,Current Data,,None,,
465,Site_001,15/12/2023 22:25:10,1,Off,Good,Current Data,,None,,
466,Site_001,15/12/2023 22:23:29,1,Off,Good,Current Data,,None,,
467,Site_001,15/12/2023 22:20:19,1,Off,Good,Current Data,,None,,
468,Site_001,15/12/2023 15:20:32,1,Off,Good,Current Data,,None,,
469,Site_001,15/12/2023 15:03:09,1,Off,Good,Current Data,,None,,
470,Site_001,15/12/2023 13:58:16,1,Off,Good,Current Data,,None,,
471,Site_001,15/12/2023 13:57:16,1,Off,Good,Current Data,,None,,
472,Site_001,15/12/2023 13:56:07,1,Off,Good,Current Data,,None,,
473,Site_001,15/12/2023 13:55:22,1,Off,Good,Current Data,,None,,
474,Site_001,15/12/2023 13:53:13,1,Off,Good,Current Data,,None,,
475,Site_001,15/12/2023 13:51:15,1,Off,Good,Current Data,,None,,
476,Site_001,15/12/2023 13:46:43,1,Off,Good,Current Data,,None,,
477,Site_001,15/12/2023 13:46:14,1,Off,Good,Current Data,,None,,
478,Site_001,15/12/2023 13:17:08,1,Off,Good,Current Data,,None,,
479,Site_001,15/12/2023 05:23:04,1,Off,Good,Current Data,,None,,
480,Site_001,15/12/2023 05:15:04,1,Off,Good,Current Data,,None,,
481,Site_001,15/12/2023 05:08:05,1,Off,Good,Current Data,,None,,
482,Site_001,15/12/2023 04:50:38,1,Off,Good,Current Data,,None,,
483,Site_001,15/12/2023 04:27:13,1,Off,Good,Current Data,,None,,
484,Site_001,15/12/2023 04:14:05,1,Off,Good,Current Data,,None,,
485,Site_001,15/12/2023 03:48:12,1,Off,Good,Current Data,,None,,
486,Site_001,15/12/2023 03:21:14,1,Off,Good,Current Data,,None,,
487,Site_001,15/12/2023 03:18:01,1,Off,Good,Current Data,,None,,
488,Site_001,15/12/2023 03:07:37,1,Off,Good,Current Data,,None,,
489,Site_001,15/12/2023 02:35:06,1,Off,Good,Current Data,,None,,
490,Site_001,15/12/2023 02:27:11,1,Off,Good,Current Data,,None,,
491,Site_001,15/12/2023 02:17:38,1,Off,Good,Current Data,,None,,
492,Site_001,15/12/2023 01:54:34,1,Off,Good,Current Data,,None,,
493,Site_001,15/12/2023 01:36:57,1,Off,Good,Current Data,,None,,
494,Site_001,15/12/2023 01:24:38,1,Off,Good,Current Data,,None,,
495,Site_001,15/12/2023 01:19:27,1,Off,Good,Current Data,,None,,
496,Site_001,15/12/2023 00:52:28,1,Off,Good,Current Data,,None,,
497,Site_001,15/12/2023 00:14:29,1,Off,Good,Current Data,,None,,
498,Site_001,14/12/2023 23:49:54,1,Off,Good,Current Data,,None,,
499,Site_001,14/12/2023 21:58:16,1,Off,Good,Current Data,,None,,
500,Site_001,14/12/2023 21:51:23,1,Off,Good,Current Data,,None,,
501,Site_001,14/12/2023 17:10:43,1,Off,Good,Current Data,,None,,
502,Site_001,14/12/2023 16:54:57,1,Off,Good,Current Data,,None,,
503,Site_001,14/12/2023 16:24:23,1,Off,Good,Current Data,,None,,
504,Site_001,14/12/2023 16:09:37,1,Off,Good,Current Data,,None,,
505,Site_001,14/12/2023 16:03:38,1,Off,Good,Current Data,,None,,
506,Site_001,14/12/2023 15:55:42,1,Off,Good,Current Data,,None,,
507,Site_001,14/12/2023 15:19:44,1,Off,Good,Current Data,,None,,
508,Site_001,14/12/2023 15:10:06,1,Off,Good,Current Data,,None,,
509,Site_001,14/12/2023 15:02:06,1,Off,Good,Current Data,,None,,
510,Site_001,14/12/2023 14:56:00,1,Off,Good,Current Data,,None,,
511,Site_001,14/12/2023 14:33:30,1,Off,Good,Current Data,,None,,
512,Site_001,14/12/2023 14:31:25,1,Off,Good,Current Data,,None,,
513,Site_001,14/12/2023 14:17:05,1,Off,Good,Current Data,,None,,
514,Site_001,14/12/2023 14:12:28,1,Off,Good,Current Data,,None,,
515,Site_001,14/12/2023 13:33:03,1,Off,Good,Current Data,,None,,
516,Site_001,14/12/2023 07:45:25,1,Off,Good,Current Data,,None,,
517,Site_001,14/12/2023 06:03:30,1,Off,Good,Current Data,,None,,
518,Site_001,14/12/2023 05:48:13,1,Off,Good,Current Data,,None,,
519,Site_001,14/12/2023 05:39:19,1,Off,Good,Current Data,,None,,
520,Site_001,14/12/2023 05:18:00,1,Off,Good,Current Data,,None,,
521,Site_001,14/12/2023 04:55:59,1,Off,Good,Current Data,,None,,
522,Site_001,14/12/2023 04:37:32,1,Off,Good,Current Data,,None,,
523,Site_001,14/12/2023 04:12:57,1,Off,Good,Current Data,,None,,
524,Site_001,14/12/2023 04:03:14,1,Off,Good,Current Data,,None,,
525,Site_001,14/12/2023 03:27:22,1,Off,Good,Current Data,,None,,
526,Site_001,14/12/2023 02:44:58,1,Off,Good,Current Data,,None,,
527,Site_001,14/12/2023 02:35:03,1,Off,Good,Current Data,,None,,
528,Site_001,14/12/2023 02:02:36,1,Off,Good,Current Data,,None,,
529,Site_001,14/12/2023 01:55:16,1,Off,Good,Current Data,,None,,
530,Site_001,14/12/2023 01:46:31,1,Off,Good,Current Data,,None,,
531,Site_001,14/12/2023 01:08:15,1,Off,Good,Current Data,,None,,
532,Site_001,14/12/2023 01:02:46,1,Off,Good,Current Data,,None,,
533,Site_001,14/12/2023 00:59:46,1,Off,Good,Current Data,,None,,
534,Site_001,14/12/2023 00:55:17,1,Off,Good,Current Data,,None,,
535,Site_001,13/12/2023 22:22:05,1,Off,Good,Current Data,,None,,
536,Site_001,13/12/2023 22:17:39,1,Off,Good,Current Data,,None,,
537,Site_001,13/12/2023 21:56:51,1,Off,Good,Current Data,,None,,
538,Site_001,13/12/2023 21:55:13,1,Off,Good,Current Data,,None,,
539,Site_001,13/12/2023 21:51:12,1,Off,Good,Current Data,,None,,
540,Site_001,13/12/2023 21:48:02,1,Off,Good,Current Data,,None,,
541,Site_001,13/12/2023 14:57:09,1,Off,Good,Current Data,,None,,
542,Site_001,13/12/2023 14:50:34,1,Off,Good,Current Data,,None,,
543,Site_001,13/12/2023 14:45:21,1,Off,Good,Current Data,,None,,
544,Site_001,13/12/2023 14:33:29,1,Off,Good,Current Data,,None,,
545,Site_001,13/12/2023 14:26:04,1,Off,Good,Current Data,,None,,
546,Site_001,13/12/2023 12:57:11,1,Off,Good,Current Data,,None,,
547,Site_001,13/12/2023 05:26:00,1,Off,Good,Current Data,,None,,
548,Site_001,13/12/2023 05:20:16,1,Off,Good,Current Data,,None,,
549,Site_001,13/12/2023 04:31:02,1,Off,Good,Current Data,,None,,
550,Site_001,13/12/2023 04:21:59,1,Off,Good,Current Data,,None,,
551,Site_001,13/12/2023 03:59:20,1,Off,Good,Current Data,,None,,
552,Site_001,13/12/2023 03:37:29,1,Off,Good,Current Data,,None,,
553,Site_001,13/12/2023 03:31:25,1,Off,Good,Current Data,,None,,
554,Site_001,13/12/2023 03:26:04,1,Off,Good,Current Data,,None,,
555,Site_001,13/12/2023 02:44:00,1,Off,Good,Current Data,,None,,
556,Site_001,13/12/2023 02:12:38,1,Off,Good,Current Data,,None,,
557,Site_001,13/12/2023 01:58:35,1,Off,Good,Current Data,,None,,
558,Site_001,13/12/2023 01:53:16,1,Off,Good,Current Data,,None,,
559,Site_001,13/12/2023 01:26:26,1,Off,Good,Current Data,,None,,
560,Site_001,13/12/2023 01:18:38,1,Off,Good,Current Data,,None,,
561,Site_001,13/12/2023 00:59:25,1,Off,Good,Current Data,,None,,
562,Site_001,13/12/2023 00:36:27,1,Off,Good,Current Data,,None,,
563,Site_001,13/12/2023 00:34:20,1,Off,Good,Current Data,,None,,
564,Site_001,12/12/2023 16:09:20,1,Off,Good,Current Data,,None,,
565,Site_001,12/12/2023 15:47:31,1,Off,Good,Current Data,,None,,
566,Site_001,12/12/2023 15:29:46,1,Off,Good,Current Data,,None,,
567,Site_001,12/12/2023 15:25:49,1,Off,Good,Current Data,,None,,
568,Site_001,12/12/2023 15:24:58,1,Off,Good,Current Data,,None,,
569,Site_001,12/12/2023 15:19:20,1,Off,Good,Current Data,,None,,
570,Site_001,12/12/2023 15:12:21,1,Off,Good,Current Data,,None,,
571,Site_001,12/12/2023 15:06:32,1,Off,Good,Current Data,,None,,
572,Site_001,12/12/2023 14:53:26,1,Off,Good,Current Data,,None,,
573,Site_001,12/12/2023 14:44:13,1,Off,Good,Current Data,,None,,
574,Site_001,12/12/2023 14:40:50,1,Off,Good,Current Data,,None,,
575,Site_001,12/12/2023 14:18:08,1,Off,Good,Current Data,,None,,
576,Site_001,12/12/2023 13:59:51,1,Off,Good,Current Data,,None,,
577,Site_001,12/12/2023 13:55:27,1,Off,Good,Current Data,,None,,
578,Site_001,12/12/2023 13:35:13,1,Off,Good,Current Data,,None,,
579,Site_001,12/12/2023 13:22:16,1,Off,Good,Current Data,,None,,
580,Site_001,12/12/2023 13:19:32,1,Off,Good,Current Data,,None,,
581,Site_001,12/12/2023 13:02:34,1,Off,Good,Current Data,,None,,
582,Site_001,12/12/2023 12:52:45,1,Off,Good,Current Data,,None,,
583,Site_001,12/12/2023 12:51:13,1,Off,Good,Current Data,,None,,
584,Site_001,12/12/2023 12:23:54,1,Off,Good,Current Data,,None,,
585,Site_001,12/12/2023 12:16:41,1,Off,Good,Current Data,,None,,
586,Site_001,12/12/2023 01:01:02,1,Off,Good,Current Data,,None,,
587,Site_001,12/12/2023 00:54:38,1,Off,Good,Current Data,,None,,
588,Site_001,11/12/2023 23:37:29,1,Off,Good,Current Data,,None,,
589,Site_001,11/12/2023 23:01:45,1,Off,Good,Current Data,,None,,
590,Site_001,11/12/2023 22:47:29,1,Off,Good,Current Data,,None,,
591,Site_001,11/12/2023 22:44:46,1,Off,Good,Current Data,,None,,
592,Site_001,11/12/2023 22:41:32,1,Off,Good,Current Data,,None,,
593,Site_001,11/12/2023 22:39:39,1,Off,Good,Current Data,,None,,
594,Site_001,11/12/2023 22:35:56,1,Off,Good,Current Data,,None,,
595,Site_001,11/12/2023 22:31:44,1,Off,Good,Current Data,,None,,
596,Site_001,11/12/2023 22:01:00,1,Off,Good,Current Data,,None,,
597,Site_001,11/12/2023 16:24:55,1,Off,Good,Current Data,,None,,
598,Site_001,11/12/2023 16:03:31,1,Off,Good,Current Data,,None,,
599,Site_001,11/12/2023 14:57:13,1,Off,Good,Current Data,,None,,
600,Site_001,11/12/2023 14:51:42,1,Off,Good,Current Data,,None,,
601,Site_001,11/12/2023 14:51:21,1,Off,Good,Current Data,,None,,
602,Site_001,11/12/2023 13:50:40,1,Off,Good,Current Data,,None,,
603,Site_001,11/12/2023 13:29:55,1,Off,Good,Current Data,,None,,
604,Site_001,11/12/2023 13:19:48,1,Off,Good,Current Data,,None,,
605,Site_001,11/12/2023 08:36:15,1,Off,Good,Current Data,,None,,
606,Site_001,11/12/2023 08:33:59,1,Off,Good,Current Data,,None,,
607,Site_001,11/12/2023 08:28:12,1,Off,Good,Current Data,,None,,
608,Site_001,11/12/2023 08:23:28,1,Off,Good,Current Data,,None,,
609,Site_001,11/12/2023 08:15:40,1,Off,Good,Current Data,,None,,
610,Site_001,11/12/2023 08:13:58,1,Off,Good,Current Data,,None,,
611,Site_001,11/12/2023 08:11:24,1,Off,Good,Current Data,,None,,
612,Site_001,11/12/2023 08:09:29,1,Off,Good,Current Data,,None,,
613,Site_001,11/12/2023 08:06:11,1,Off,Good,Current Data,,None,,
614,Site_001,11/12/2023 08:00:46,1,Off,Good,Current Data,,None,,
615,Site_001,11/12/2023 07:57:28,1,Off,Good,Current Data,,None,,
616,Site_001,11/12/2023 07:55:40,1,Off,Good,Current Data,,None,,
617,Site_001,11/12/2023 07:54:02,1,Off,Good,Current Data,,None,,
618,Site_001,11/12/2023 07:36:07,1,Off,Good,Current Data,,None,,
619,Site_001,11/12/2023 07:36:05,1,Off,Good,Current Data,,None,,
620,Site_001,11/12/2023 03:44:20,1,Off,Good,Current Data,,None,,
621,Site_001,11/12/2023 03:40:45,1,Off,Good,Current Data,,None,,
622,Site_001,11/12/2023 03:36:08,1,Off,Good,Current Data,,None,,
623,Site_001,11/12/2023 03:35:49,1,Off,Good,Current Data,,None,,
624,Site_001,11/12/2023 03:35:42,1,Off,Good,Current Data,,None,,
625,Site_001,11/12/2023 03:32:53,1,Off,Good,Current Data,,None,,
626,Site_001,11/12/2023 03:28:51,1,Off,Good,Current Data,,None,,
627,Site_001,11/12/2023 03:27:24,1,Off,Good,Current Data,,None,,
628,Site_001,11/12/2023 03:27:10,1,Off,Good,Current Data,,None,,
629,Site_001,11/12/2023 03:19:25,1,Off,Good,Current Data,,None,,
630,Site_001,11/12/2023 03:16:46,1,Off,Good,Current Data,,None,,
631,Site_001,11/12/2023 03:15:44,1,Off,Good,Current Data,,None,,
632,Site_001,11/12/2023 03:14:02,1,Off,Good,Current Data,,None,,
633,Site_001,11/12/2023 03:13:30,1,Off,Good,Current Data,,None,,
634,Site_001,11/12/2023 03:12:33,1,Off,Good,Current Data,,None,,
635,Site_001,11/12/2023 03:11:30,1,Off,Good,Current Data,,None,,
636,Site_001,11/12/2023 03:09:16,1,Off,Good,Current Data,,None,,
637,Site_001,11/12/2023 03:07:48,1,Off,Good,Current Data,,None,,
638,Site_001,11/12/2023 03:06:49,1,Off,Good,Current Data,,None,,
639,Site_001,11/12/2023 03:06:45,1,Off,Good,Current Data,,None,,
640,Site_001,11/12/2023 03:05:55,1,Off,Good,Current Data,,None,,
641,Site_001,11/12/2023 03:04:20,1,Off,Good,Current Data,,None,,
642,Site_001,11/12/2023 03:04:13,1,Off,Good,Current Data,,None,,
643,Site_001,11/12/2023 03:03:42,1,Off,Good,Current Data,,None,,
644,Site_001,11/12/2023 02:55:15,1,Off,Good,Current Data,,None,,
645,Site_001,11/12/2023 02:51:50,1,Off,Good,Current Data,,None,,
646,Site_001,11/12/2023 02:51:30,1,Off,Good,Current Data,,None,,
647,Site_001,11/12/2023 02:45:52,1,Off,Good,Current Data,,None,,
648,Site_001,11/12/2023 02:45:31,1,Off,Good,Current Data,,None,,
649,Site_001,11/12/2023 02:41:17,1,Off,Good,Current Data,,None,,
650,Site_001,11/12/2023 02:40:01,1,Off,Good,Current Data,,None,,
651,Site_001,11/12/2023 02:36:51,1,Off,Good,Current Data,,None,,
652,Site_001,11/12/2023 02:35:17,1,Off,Good,Current Data,,None,,
653,Site_001,11/12/2023 02:35:15,1,Off,Good,Current Data,,None,,
654,Site_001,11/12/2023 02:33:00,1,Off,Good,Current Data,,None,,
655,Site_001,11/12/2023 02:29:57,1,Off,Good,Current Data,,None,,
656,Site_001,11/12/2023 02:26:58,1,Off,Good,Current Data,,None,,
657,Site_001,11/12/2023 02:25:44,1,Off,Good,Current Data,,None,,
658,Site_001,11/12/2023 02:18:31,1,Off,Good,Current Data,,None,,
659,Site_001,11/12/2023 02:15:16,1,Off,Good,Current Data,,None,,
660,Site_001,11/12/2023 02:13:18,1,Off,Good,Current Data,,None,,
661,Site_001,11/12/2023 02:11:27,1,Off,Good,Current Data,,None,,
662,Site_001,11/12/2023 02:07:36,1,Off,Good,Current Data,,None,,
663,Site_001,11/12/2023 02:06:06,1,Off,Good,Current Data,,None,,
664,Site_001,11/12/2023 02:06:03,1,Off,Good,Current Data,,None,,
665,Site_001,11/12/2023 02:05:46,1,Off,Good,Current Data,,None,,
666,Site_001,11/12/2023 02:05:43,1,Off,Good,Current Data,,None,,
667,Site_001,11/12/2023 02:02:55,1,Off,Good,Current Data,,None,,
668,Site_001,11/12/2023 02:02:53,1,Off,Good,Current Data,,None,,
669,Site_001,11/12/2023 01:57:53,1,Off,Good,Current Data,,None,,
670,Site_001,11/12/2023 01:56:14,1,Off,Good,Current Data,,None,,
671,Site_001,11/12/2023 01:55:47,1,Off,Good,Current Data,,None,,
672,Site_001,11/12/2023 01:55:28,1,Off,Good,Current Data,,None,,
673,Site_001,11/12/2023 01:55:26,1,Off,Good,Current Data,,None,,
674,Site_001,11/12/2023 01:53:51,1,Off,Good,Current Data,,None,,
675,Site_001,11/12/2023 01:46:31,1,Off,Good,Current Data,,None,,
676,Site_001,11/12/2023 01:44:25,1,Off,Good,Current Data,,None,,
677,Site_001,11/12/2023 01:40:43,1,Off,Good,Current Data,,None,,
678,Site_001,11/12/2023 01:37:55,1,Off,Good,Current Data,,None,,
679,Site_001,11/12/2023 01:37:03,1,Off,Good,Current Data,,None,,
680,Site_001,11/12/2023 01:32:00,1,Off,Good,Current Data,,None,,
681,Site_001,11/12/2023 01:28:49,1,Off,Good,Current Data,,None,,
682,Site_001,11/12/2023 01:25:52,1,Off,Good,Current Data,,None,,
683,Site_001,11/12/2023 01:25:51,1,Off,Good,Current Data,,None,,
684,Site_001,11/12/2023 01:23:40,1,Off,Good,Current Data,,None,,
685,Site_001,11/12/2023 01:23:01,1,Off,Good,Current Data,,None,,
686,Site_001,11/12/2023 01:21:39,1,Off,Good,Current Data,,None,,
687,Site_001,11/12/2023 01:18:51,1,Off,Good,Current Data,,None,,
688,Site_001,11/12/2023 01:18:24,1,Off,Good,Current Data,,None,,
689,Site_001,11/12/2023 01:18:23,1,Off,Good,Current Data,,None,,
690,Site_001,11/12/2023 01:17:30,1,Off,Good,Current Data,,None,,
691,Site_001,11/12/2023 01:15:57,1,Off,Good,Current Data,,None,,
692,Site_001,11/12/2023 01:14:02,1,Off,Good,Current Data,,None,,
693,Site_001,11/12/2023 01:13:59,1,Off,Good,Current Data,,None,,
694,Site_001,11/12/2023 01:12:08,1,Off,Good,Current Data,,None,,
695,Site_001,11/12/2023 01:11:06,1,Off,Good,Current Data,,None,,
696,Site_001,11/12/2023 00:54:39,1,Off,Good,Current Data,,None,,
697,Site_001,11/12/2023 00:54:03,1,Off,Good,Current Data,,None,,
698,Site_001,11/12/2023 00:50:15,1,Off,Good,Current Data,,None,,
699,Site_001,11/12/2023 00:50:13,1,Off,Good,Current Data,,None,,
700,Site_001,11/12/2023 00:50:03,1,Off,Good,Current Data,,None,,
701,Site_001,11/12/2023 00:46:54,1,Off,Good,Current Data,,None,,
702,Site_001,11/12/2023 00:46:29,1,Off,Good,Current Data,,None,,
703,Site_001,11/12/2023 00:46:26,1,Off,Good,Current Data,,None,,
704,Site_001,11/12/2023 00:45:00,1,Off,Good,Current Data,,None,,
705,Site_001,11/12/2023 00:44:58,1,Off,Good,Current Data,,None,,
706,Site_001,11/12/2023 00:44:16,1,Off,Good,Current Data,,None,,
707,Site_001,11/12/2023 00:41:04,1,Off,Good,Current Data,,None,,
708,Site_001,11/12/2023 00:41:02,1,Off,Good,Current Data,,None,,
709,Site_001,11/12/2023 00:39:54,1,Off,Good,Current Data,,None,,
710,Site_001,11/12/2023 00:39:36,1,Off,Good,Current Data,,None,,
711,Site_001,11/12/2023 00:39:34,1,Off,Good,Current Data,,None,,
712,Site_001,11/12/2023 00:38:30,1,Off,Good,Current Data,,None,,
713,Site_001,11/12/2023 00:38:24,1,Off,Good,Current Data,,None,,
714,Site_001,11/12/2023 00:38:21,1,Off,Good,Current Data,,None,,
715,Site_001,11/12/2023 00:37:36,1,Off,Good,Current Data,,None,,
716,Site_001,11/12/2023 00:37:10,1,Off,Good,Current Data,,None,,
717,Site_001,11/12/2023 00:37:08,1,Off,Good,Current Data,,None,,
718,Site_001,11/12/2023 00:36:28,1,Off,Good,Current Data,,None,,
719,Site_001,11/12/2023 00:36:26,1,Off,Good,Current Data,,None,,
720,Site_001,11/12/2023 00:34:50,1,Off,Good,Current Data,,None,,
721,Site_001,11/12/2023 00:33:41,1,Off,Good,Current Data,,None,,
722,Site_001,11/12/2023 00:32:28,1,Off,Good,Current Data,,None,,
723,Site_001,11/12/2023 00:32:06,1,Off,Good,Current Data,,None,,
724,Site_001,11/12/2023 00:29:50,1,Off,Good,Current Data,,None,,
725,Site_001,11/12/2023 00:29:13,1,Off,Good,Current Data,,None,,
726,Site_001,11/12/2023 00:26:31,1,Off,Good,Current Data,,None,,
727,Site_001,11/12/2023 00:26:15,1,Off,Good,Current Data,,None,,
728,Site_001,11/12/2023 00:25:39,1,Off,Good,Current Data,,None,,
729,Site_001,11/12/2023 00:25:00,1,Off,Good,Current Data,,None,,
730,Site_001,11/12/2023 00:24:41,1,Off,Good,Current Data,,None,,
731,Site_001,11/12/2023 00:20:29,1,Off,Good,Current Data,,None,,
732,Site_001,11/12/2023 00:18:09,1,Off,Good,Current Data,,None,,
733,Site_001,11/12/2023 00:15:06,1,Off,Good,Current Data,,None,,
