ID,Site,Time,State,Quality,Reason,Status,Suppression,Type,real_point
607,Stable_Site,19/11/2023 18:51:15,In Operation,Good,Current Data,,,Sensor,True
608,Stable_Site,19/11/2023 18:53:54,Off,Good,Current Data,,,Sensor,True
609,Stable_Site,19/11/2023 18:55:38,In Operation,Good,Current Data,,,Sensor,True
610,Stable_Site,19/11/2023 18:57:28,Off,Good,Current Data,,,Sensor,True
611,Stable_Site,19/11/2023 19:00:08,In Operation,Good,Current Data,,,Sensor,True
612,Stable_Site,19/11/2023 19:02:36,Off,Good,Current Data,,,Sensor,True
613,Stable_Site,19/11/2023 19:05:01,In Operation,Good,Current Data,,,Sensor,True
614,Stable_Site,19/11/2023 19:07:02,Off,Good,Current Data,,,Sensor,True
615,Stable_Site,20/11/2023 07:44:20,Off,Good,Current Data,,,Sensor,True
616,Stable_Site,20/11/2023 07:46:04,In Operation,Good,Current Data,,,Sensor,True
617,Stable_Site,20/11/2023 07:49:04,Off,Good,Current Data,,,Sensor,True
618,Stable_Site,20/11/2023 07:51:32,In Operation,Good,Current Data,,,Sensor,True
619,Stable_Site,20/11/2023 07:54:12,Off,Good,Current Data,,,Sensor,True
620,Stable_Site,20/11/2023 07:56:40,In Operation,Good,Current Data,,,Sensor,True
621,Stable_Site,20/11/2023 07:58:23,Off,Good,Current Data,,,Sensor,True
622,Stable_Site,20/11/2023 08:00:31,In Operation,Good,Current Data,,,Sensor,True
623,Stable_Site,20/11/2023 08:03:05,Off,Good,Current Data,,,Sensor,True
624,Stable_Site,20/11/2023 08:05:34,In Operation,Good,Current Data,,,Sensor,True
625,Stable_Site,20/11/2023 08:07:22,Off,Good,Current Data,,,Sensor,True
626,Stable_Site,20/11/2023 08:09:41,In Operation,Good,Current Data,,,Sensor,True
627,Stable_Site,20/11/2023 08:12:30,Off,Good,Current Data,,,Sensor,True
628,Stable_Site,20/11/2023 08:14:54,In Operation,Good,Current Data,,,Sensor,True
629,Stable_Site,20/11/2023 08:16:35,Off,Good,Current Data,,,Sensor,True
630,Stable_Site,21/11/2023 06:14:42,Off,Good,Current Data,,,Sensor,True
631,Stable_Site,21/11/2023 06:17:21,In Operation,Good,Current Data,,,Sensor,True
632,Stable_Site,21/11/2023 06:20:12,Off,Good,Current Data,,,Sensor,True
633,Stable_Site,21/11/2023 06:22:57,In Operation,Good,Current Data,,,Sensor,True
634,Stable_Site,21/11/2023 06:24:44,Off,Good,Current Data,,,Sensor,True
635,Stable_Site,21/11/2023 06:27:09,In Operation,Good,Current Data,,,Sensor,True
636,Stable_Site,21/11/2023 06:29:48,Off,Good,Current Data,,,Sensor,True
637,Stable_Site,21/11/2023 06:31:56,In Operation,Good,Current Data,,,Sensor,True
638,Stable_Site,21/11/2023 06:34:51,Off,Good,Current Data,,,Sensor,True
639,Stable_Site,21/11/2023 06:37:47,In Operation,Good,Current Data,,,Sensor,True
640,Stable_Site,21/11/2023 06:39:34,Off,Good,Current Data,,,Sensor,True
641,Stable_Site,21/11/2023 06:41:32,In Operation,Good,Current Data,,,Sensor,True
642,Stable_Site,21/11/2023 06:44:06,Off,Good,Current Data,,,Sensor,True
643,Stable_Site,21/11/2023 06:46:04,In Operation,Good,Current Data,,,Sensor,True
644,Stable_Site,22/11/2023 17:29:58,In Operation,Good,Current Data,,,Sensor,True
645,Stable_Site,22/11/2023 17:32:53,Off,Good,Current Data,,,Sensor,True
646,Stable_Site,22/11/2023 17:35:27,In Operation,Good,Current Data,,,Sensor,True
647,Stable_Site,22/11/2023 17:38:21,Off,Good,Current Data,,,Sensor,True
648,Stable_Site,22/11/2023 17:41:15,In Operation,Good,Current Data,,,Sensor,True
649,Stable_Site,22/11/2023 17:43:29,Off,Good,Current Data,,,Sensor,True
650,Stable_Site,22/11/2023 17:45:53,In Operation,Good,Current Data,,,Sensor,True
651,Stable_Site,22/11/2023 17:47:44,Off,Good,Current Data,,,Sensor,True
652,Stable_Site,22/11/2023 17:50:33,In Operation,Good,Current Data,,,Sensor,True
653,Stable_Site,22/11/2023 17:52:43,Off,Good,Current Data,,,Sensor,True
654,Stable_Site,22/11/2023 17:55:00,In Operation,Good,Current Data,,,Sensor,True
655,Stable_Site,22/11/2023 17:57:37,Off,Good,Current Data,,,Sensor,True
656,Stable_Site,23/11/2023 03:23:27,In Operation,Good,Current Data,,,Sensor,True
657,Stable_Site,23/11/2023 03:25:59,Off,Good,Current Data,,,Sensor,True
658,Stable_Site,23/11/2023 03:28:02,In Operation,Good,Current Data,,,Sensor,True
659,Stable_Site,23/11/2023 03:30:15,Off,Good,Current Data,,,Sensor,True
660,Stable_Site,23/11/2023 03:32:15,In Operation,Good,Current Data,,,Sensor,True
661,Stable_Site,23/11/2023 03:34:30,Off,Good,Current Data,,,Sensor,True
662,Stable_Site,23/11/2023 03:36:54,In Operation,Good,Current Data,,,Sensor,True
663,Stable_Site,23/11/2023 03:38:54,Off,Good,Current Data,,,Sensor,True
664,Stable_Site,23/11/2023 03:41:54,In Operation,Good,Current Data,,,Sensor,True
665,Stable_Site,23/11/2023 03:43:57,Off,Good,Current Data,,,Sensor,True
666,Stable_Site,23/11/2023 03:46:13,In Operation,Good,Current Data,,,Sensor,True
667,Stable_Site,23/11/2023 03:48:56,Off,Good,Current Data,,,Sensor,True
668,Stable_Site,23/11/2023 03:51:53,In Operation,Good,Current Data,,,Sensor,True
669,Stable_Site,24/11/2023 15:11:16,Off,Good,Current Data,,,Sensor,True
670,Stable_Site,24/11/2023 15:13:56,In Operation,Good,Current Data,,,Sensor,True
671,Stable_Site,24/11/2023 15:16:07,Off,Good,Current Data,,,Sensor,True
672,Stable_Site,24/11/2023 15:18:26,In Operation,Good,Current Data,,,Sensor,True
673,Stable_Site,24/11/2023 15:21:16,Off,Good,Current Data,,,Sensor,True
674,Stable_Site,24/11/2023 15:23:35,In Operation,Good,Current Data,,,Sensor,True
675,Stable_Site,24/11/2023 15:25:42,Off,Good,Current Data,,,Sensor,True
676,Stable_Site,24/11/2023 15:27:30,In Operation,Good,Current Data,,,Sensor,True
677,Stable_Site,24/11/2023 15:29:33,Off,Good,Current Data,,,Sensor,True
678,Stable_Site,24/11/2023 15:31:14,In Operation,Good,Current Data,,,Sensor,True
679,Stable_Site,24/11/2023 15:33:57,Off,Good,Current Data,,,Sensor,True
680,Stable_Site,24/11/2023 15:36:13,In Operation,Good,Current Data,,,Sensor,True
681,Stable_Site,25/11/2023 13:04:22,Off,Good,Current Data,,,Sensor,True
682,Stable_Site,25/11/2023 13:06:40,In Operation,Good,Current Data,,,Sensor,True
683,Stable_Site,25/11/2023 13:09:08,Off,Good,Current Data,,,Sensor,True
684,Stable_Site,25/11/2023 13:10:49,In Operation,Good,Current Data,,,Sensor,True
685,Stable_Site,25/11/2023 13:13:03,Off,Good,Current Data,,,Sensor,True
686,Stable_Site,25/11/2023 13:15:40,In Operation,Good,Current Data,,,Sensor,True
687,Stable_Site,25/11/2023 13:17:28,Off,Good,Current Data,,,Sensor,True
688,Stable_Site,25/11/2023 13:20:08,In Operation,Good,Current Data,,,Sensor,True
689,Stable_Site,25/11/2023 13:22:21,Off,Good,Current Data,,,Sensor,True
690,Stable_Site,25/11/2023 13:24:03,In Operation,Good,Current Data,,,Sensor,True
691,Stable_Site,25/11/2023 13:25:56,Off,Good,Current Data,,,Sensor,True
692,Stable_Site,25/11/2023 13:28:00,In Operation,Good,Current Data,,,Sensor,True
693,Stable_Site,25/11/2023 13:30:41,Off,Good,Current Data,,,Sensor,True
694,Stable_Site,25/11/2023 13:33:33,In Operation,Good,Current Data,,,Sensor,True
695,Stable_Site,25/11/2023 13:35:48,Off,Good,Current Data,,,Sensor,True
696,Stable_Site,26/11/2023 12:35:12,Off,Good,Current Data,,,Sensor,True
697,Stable_Site,26/11/2023 12:36:52,In Operation,Good,Current Data,,,Sensor,True
698,Stable_Site,26/11/2023 12:38:38,Off,Good,Current Data,,,Sensor,True
699,Stable_Site,26/11/2023 12:41:00,In Operation,Good,Current Data,,,Sensor,True
700,Stable_Site,26/11/2023 12:43:41,Off,Good,Current Data,,,Sensor,True
701,Stable_Site,26/11/2023 12:46:06,In Operation,Good,Current Data,,,Sensor,True
702,Stable_Site,26/11/2023 12:48:06,Off,Good,Current Data,,,Sensor,True
703,Stable_Site,26/11/2023 12:50:19,In Operation,Good,Current Data,,,Sensor,True
704,Stable_Site,26/11/2023 12:52:39,Off,Good,Current Data,,,Sensor,True
705,Stable_Site,26/11/2023 12:54:47,In Operation,Good,Current Data,,,Sensor,True
706,Stable_Site,26/11/2023 12:57:37,Off,Good,Current Data,,,Sensor,True
707,Stable_Site,26/11/2023 12:59:45,In Operation,Good,Current Data,,,Sensor,True
708,Stable_Site,26/11/2023 13:02:30,Off,Good,Current Data,,,Sensor,True
709,Stable_Site,26/11/2023 13:04:35,In Operation,Good,Current Data,,,Sensor,True
710,Stable_Site,26/11/2023 13:06:34,Off,Good,Current Data,,,Sensor,True
711,Stable_Site,27/11/2023 20:12:00,In Operation,Good,Current Data,,,Sensor,True
712,Stable_Site,27/11/2023 20:13:40,Off,Good,Current Data,,,Sensor,True
713,Stable_Site,27/11/2023 20:16:06,In Operation,Good,Current Data,,,Sensor,True
714,Stable_Site,27/11/2023 20:18:51,Off,Good,Current Data,,,Sensor,True
715,Stable_Site,27/11/2023 20:20:59,In Operation,Good,Current Data,,,Sensor,True
716,Stable_Site,27/11/2023 20:23:30,Off,Good,Current Data,,,Sensor,True
717,Stable_Site,27/11/2023 20:25:40,In Operation,Good,Current Data,,,Sensor,True
718,Stable_Site,27/11/2023 20:28:11,Off,Good,Current Data,,,Sensor,True
719,Stable_Site,27/11/2023 20:30:55,In Operation,Good,Current Data,,,Sensor,True
720,Stable_Site,27/11/2023 20:32:44,Off,Good,Current Data,,,Sensor,True
721,Stable_Site,27/11/2023 20:34:41,In Operation,Good,Current Data,,,Sensor,True
722,Stable_Site,27/11/2023 20:36:44,Off,Good,Current Data,,,Sensor,True
723,Stable_Site,27/11/2023 20:39:08,In Operation,Good,Current Data,,,Sensor,True
724,Stable_Site,28/11/2023 11:49:26,In Operation,Good,Current Data,,,Sensor,True
725,Stable_Site,28/11/2023 11:52:05,Off,Good,Current Data,,,Sensor,True
726,Stable_Site,28/11/2023 11:53:53,In Operation,Good,Current Data,,,Sensor,True
727,Stable_Site,28/11/2023 11:56:09,Off,Good,Current Data,,,Sensor,True
728,Stable_Site,28/11/2023 11:59:05,In Operation,Good,Current Data,,,Sensor,True
729,Stable_Site,28/11/2023 12:01:15,Off,Good,Current Data,,,Sensor,True
730,Stable_Site,28/11/2023 12:03:50,In Operation,Good,Current Data,,,Sensor,True
731,Stable_Site,28/11/2023 12:06:16,Off,Good,Current Data,,,Sensor,True
732,Stable_Site,28/11/2023 12:07:57,In Operation,Good,Current Data,,,Sensor,True
733,Stable_Site,28/11/2023 12:10:26,Off,Good,Current Data,,,Sensor,True
734,Stable_Site,28/11/2023 12:12:08,In Operation,Good,Current Data,,,Sensor,True
735,Stable_Site,28/11/2023 12:15:08,Off,Good,Current Data,,,Sensor,True
736,Stable_Site,28/11/2023 12:17:21,In Operation,Good,Current Data,,,Sensor,True
737,Stable_Site,28/11/2023 12:19:58,Off,Good,Current Data,,,Sensor,True
738,Stable_Site,29/11/2023 08:55:30,Off,Good,Current Data,,,Sensor,True
739,Stable_Site,29/11/2023 08:57:16,In Operation,Good,Current Data,,,Sensor,True
740,Stable_Site,29/11/2023 08:59:44,Off,Good,Current Data,,,Sensor,True
741,Stable_Site,29/11/2023 09:02:11,In Operation,Good,Current Data,,,Sensor,True
742,Stable_Site,29/11/2023 09:04:07,Off,Good,Current Data,,,Sensor,True
743,Stable_Site,29/11/2023 09:06:54,In Operation,Good,Current Data,,,Sensor,True
744,Stable_Site,29/11/2023 09:09:42,Off,Good,Current Data,,,Sensor,True
745,Stable_Site,29/11/2023 09:12:27,In Operation,Good,Current Data,,,Sensor,True
746,Stable_Site,29/11/2023 09:14:41,Off,Good,Current Data,,,Sensor,True
747,Stable_Site,29/11/2023 09:17:33,In Operation,Good,Current Data,,,Sensor,True
748,Stable_Site,30/11/2023 02:53:45,Off,Good,Current Data,,,Sensor,True
749,Stable_Site,30/11/2023 02:56:35,In Operation,Good,Current Data,,,Sensor,True
750,Stable_Site,30/11/2023 02:59:31,Off,Good,Current Data,,,Sensor,True
751,Stable_Site,30/11/2023 03:01:15,In Operation,Good,Current Data,,,Sensor,True
752,Stable_Site,30/11/2023 03:04:08,Off,Good,Current Data,,,Sensor,True
753,Stable_Site,30/11/2023 03:06:17,In Operation,Good,Current Data,,,Sensor,True
754,Stable_Site,30/11/2023 03:09:17,Off,Good,Current Data,,,Sensor,True
755,Stable_Site,30/11/2023 03:11:00,In Operation,Good,Current Data,,,Sensor,True
756,Stable_Site,30/11/2023 03:12:56,Off,Good,Current Data,,,Sensor,True
757,Stable_Site,30/11/2023 03:14:47,In Operation,Good,Current Data,,,Sensor,True
758,Stable_Site,30/11/2023 03:17:23,Off,Good,Current Data,,,Sensor,True
759,Stable_Site,01/12/2023 19:54:34,In Operation,Good,Current Data,,,Sensor,True
760,Stable_Site,01/12/2023 19:57:15,Off,Good,Current Data,,,Sensor,True
761,Stable_Site,01/12/2023 20:00:01,In Operation,Good,Current Data,,,Sensor,True
762,Stable_Site,01/12/2023 20:02:37,Off,Good,Current Data,,,Sensor,True
763,Stable_Site,01/12/2023 20:05:23,In Operation,Good,Current Data,,,Sensor,True
764,Stable_Site,01/12/2023 20:08:11,Off,Good,Current Data,,,Sensor,True
765,Stable_Site,01/12/2023 20:10:26,In Operation,Good,Current Data,,,Sensor,True
766,Stable_Site,01/12/2023 20:12:41,Off,Good,Current Data,,,Sensor,True
767,Stable_Site,01/12/2023 20:15:02,In Operation,Good,Current Data,,,Sensor,True
768,Stable_Site,01/12/2023 20:16:44,Off,Good,Current Data,,,Sensor,True
769,Stable_Site,02/12/2023 12:13:30,In Operation,Good,Current Data,,,Sensor,True
770,Stable_Site,02/12/2023 12:15:25,Off,Good,Current Data,,,Sensor,True
771,Stable_Site,02/12/2023 12:18:11,In Operation,Good,Current Data,,,Sensor,True
772,Stable_Site,02/12/2023 12:21:01,Off,Good,Current Data,,,Sensor,True
773,Stable_Site,02/12/2023 12:22:46,In Operation,Good,Current Data,,,Sensor,True
774,Stable_Site,02/12/2023 12:25:40,Off,Good,Current Data,,,Sensor,True
775,Stable_Site,02/12/2023 12:28:29,In Operation,Good,Current Data,,,Sensor,True
776,Stable_Site,02/12/2023 12:31:14,Off,Good,Current Data,,,Sensor,True
777,Stable_Site,02/12/2023 12:34:02,In Operation,Good,Current Data,,,Sensor,True
778,Stable_Site,02/12/2023 12:36:19,Off,Good,Current Data,,,Sensor,True
779,Stable_Site,02/12/2023 12:39:04,In Operation,Good,Current Data,,,Sensor,True
780,Stable_Site,02/12/2023 12:41:37,Off,Good,Current Data,,,Sensor,True
781,Stable_Site,02/12/2023 12:44:36,In Operation,Good,Current Data,,,Sensor,True
782,Stable_Site,02/12/2023 12:46:32,Off,Good,Current Data,,,Sensor,True
783,Stable_Site,02/12/2023 12:48:54,In Operation,Good,Current Data,,,Sensor,True
784,Stable_Site,03/12/2023 19:03:37,Off,Good,Current Data,,,Sensor,True
785,Stable_Site,03/12/2023 19:05:54,In Operation,Good,Current Data,,,Sensor,True
786,Stable_Site,03/12/2023 19:07:55,Off,Good,Current Data,,,Sensor,True
787,Stable_Site,03/12/2023 19:10:49,In Operation,Good,Current Data,,,Sensor,True
788,Stable_Site,03/12/2023 19:13:38,Off,Good,Current Data,,,Sensor,True
789,Stable_Site,03/12/2023 19:15:50,In Operation,Good,Current Data,,,Sensor,True
790,Stable_Site,03/12/2023 19:18:24,Off,Good,Current Data,,,Sensor,True
791,Stable_Site,03/12/2023 19:20:55,In Operation,Good,Current Data,,,Sensor,True
792,Stable_Site,03/12/2023 19:22:59,Off,Good,Current Data,,,Sensor,True
793,Stable_Site,03/12/2023 19:24:54,In Operation,Good,Current Data,,,Sensor,True
794,Stable_Site,03/12/2023 19:26:49,Off,Good,Current Data,,,Sensor,True
795,Stable_Site,03/12/2023 19:29:41,In Operation,Good,Current Data,,,Sensor,True
796,Stable_Site,03/12/2023 19:32:16,Off,Good,Current Data,,,Sensor,True
797,Stable_Site,03/12/2023 19:34:18,In Operation,Good,Current Data,,,Sensor,True
798,Stable_Site,04/12/2023 21:00:12,In Operation,Good,Current Data,,,Sensor,True
799,Stable_Site,04/12/2023 21:02:48,Off,Good,Current Data,,,Sensor,True
800,Stable_Site,04/12/2023 21:04:38,In Operation,Good,Current Data,,,Sensor,True
801,Stable_Site,04/12/2023 21:06:50,Off,Good,Current Data,,,Sensor,True
802,Stable_Site,04/12/2023 21:09:47,In Operation,Good,Current Data,,,Sensor,True
803,Stable_Site,04/12/2023 21:11:49,Off,Good,Current Data,,,Sensor,True
804,Stable_Site,04/12/2023 21:13:57,In Operation,Good,Current Data,,,Sensor,True
805,Stable_Site,04/12/2023 21:16:47,Off,Good,Current Data,,,Sensor,True
806,Stable_Site,04/12/2023 21:18:48,In Operation,Good,Current Data,,,Sensor,True
807,Stable_Site,04/12/2023 21:20:57,Off,Good,Current Data,,,Sensor,True
808,Stable_Site,04/12/2023 21:23:54,In Operation,Good,Current Data,,,Sensor,True
809,Stable_Site,04/12/2023 21:25:35,Off,Good,Current Data,,,Sensor,True
810,Stable_Site,04/12/2023 21:27:28,In Operation,Good,Current Data,,,Sensor,True
811,Stable_Site,04/12/2023 21:29:49,Off,Good,Current Data,,,Sensor,True
812,Stable_Site,04/12/2023 21:31:34,In Operation,Good,Current Data,,,Sensor,True
813,Stable_Site,05/12/2023 11:31:42,In Operation,Good,Current Data,,,Sensor,True
814,Stable_Site,05/12/2023 11:33:34,Off,Good,Current Data,,,Sensor,True
815,Stable_Site,05/12/2023 11:36:03,In Operation,Good,Current Data,,,Sensor,True
816,Stable_Site,05/12/2023 11:38:36,Off,Good,Current Data,,,Sensor,True
817,Stable_Site,05/12/2023 11:40:54,In Operation,Good,Current Data,,,Sensor,True
818,Stable_Site,05/12/2023 11:43:48,Off,Good,Current Data,,,Sensor,True
819,Stable_Site,05/12/2023 11:45:57,In Operation,Good,Current Data,,,Sensor,True
820,Stable_Site,05/12/2023 11:48:02,Off,Good,Current Data,,,Sensor,True
821,Stable_Site,05/12/2023 11:51:01,In Operation,Good,Current Data,,,Sensor,True
822,Stable_Site,05/12/2023 11:53:25,Off,Good,Current Data,,,Sensor,True
823,Stable_Site,05/12/2023 11:55:54,In Operation,Good,Current Data,,,Sensor,True
824,Stable_Site,05/12/2023 11:58:10,Off,Good,Current Data,,,Sensor,True
825,Stable_Site,05/12/2023 12:00:14,In Operation,Good,Current Data,,,Sensor,True
826,Stable_Site,06/12/2023 08:43:26,Off,Good,Current Data,,,Sensor,True
827,Stable_Site,06/12/2023 08:46:19,In Operation,Good,Current Data,,,Sensor,True
828,Stable_Site,06/12/2023 08:49:17,Off,Good,Current Data,,,Sensor,True
829,Stable_Site,06/12/2023 08:51:16,In Operation,Good,Current Data,,,Sensor,True
830,Stable_Site,06/12/2023 08:53:00,Off,Good,Current Data,,,Sensor,True
831,Stable_Site,06/12/2023 08:55:15,In Operation,Good,Current Data,,,Sensor,True
832,Stable_Site,06/12/2023 08:57:48,Off,Good,Current Data,,,Sensor,True
833,Stable_Site,06/12/2023 09:00:16,In Operation,Good,Current Data,,,Sensor,True
834,Stable_Site,06/12/2023 09:02:04,Off,Good,Current Data,,,Sensor,True
835,Stable_Site,06/12/2023 09:04:39,In Operation,Good,Current Data,,,Sensor,True
836,Stable_Site,06/12/2023 09:07:23,Off,Good,Current Data,,,Sensor,True
837,Stable_Site,06/12/2023 09:09:21,In Operation,Good,Current Data,,,Sensor,True
838,Stable_Site,06/12/2023 09:12:20,Off,Good,Current Data,,,Sensor,True
839,Stable_Site,06/12/2023 09:14:55,In Operation,Good,Current Data,,,Sensor,True
840,Stable_Site,06/12/2023 09:17:34,Off,Good,Current Data,,,Sensor,True
841,Stable_Site,07/12/2023 16:28:37,In Operation,Good,Current Data,,,Sensor,True
842,Stable_Site,07/12/2023 16:31:19,Off,Good,Current Data,,,Sensor,True
843,Stable_Site,07/12/2023 16:33:13,In Operation,Good,Current Data,,,Sensor,True
844,Stable_Site,07/12/2023 16:34:53,Off,Good,Current Data,,,Sensor,True
845,Stable_Site,07/12/2023 16:37:43,In Operation,Good,Current Data,,,Sensor,True
846,Stable_Site,07/12/2023 16:40:22,Off,Good,Current Data,,,Sensor,True
847,Stable_Site,07/12/2023 16:43:06,In Operation,Good,Current Data,,,Sensor,True
848,Stable_Site,07/12/2023 16:45:42,Off,Good,Current Data,,,Sensor,True
849,Stable_Site,07/12/2023 16:48:17,In Operation,Good,Current Data,,,Sensor,True
850,Stable_Site,07/12/2023 16:51:14,Off,Good,Current Data,,,Sensor,True
851,Stable_Site,07/12/2023 16:53:45,In Operation,Good,Current Data,,,Sensor,True
852,Stable_Site,08/12/2023 20:06:47,Off,Good,Current Data,,,Sensor,True
853,Stable_Site,08/12/2023 20:08:35,In Operation,Good,Current Data,,,Sensor,True
854,Stable_Site,08/12/2023 20:10:39,Off,Good,Current Data,,,Sensor,True
855,Stable_Site,08/12/2023 20:12:50,In Operation,Good,Current Data,,,Sensor,True
856,Stable_Site,08/12/2023 20:15:16,Off,Good,Current Data,,,Sensor,True
857,Stable_Site,08/12/2023 20:18:13,In Operation,Good,Current Data,,,Sensor,True
858,Stable_Site,08/12/2023 20:20:05,Off,Good,Current Data,,,Sensor,True
859,Stable_Site,08/12/2023 20:23:04,In Operation,Good,Current Data,,,Sensor,True
860,Stable_Site,08/12/2023 20:24:52,Off,Good,Current Data,,,Sensor,True
861,Stable_Site,08/12/2023 20:27:01,In Operation,Good,Current Data,,,Sensor,True
862,Stable_Site,08/12/2023 20:29:16,Off,Good,Current Data,,,Sensor,True
863,Stable_Site,08/12/2023 20:31:12,In Operation,Good,Current Data,,,Sensor,True
864,Stable_Site,08/12/2023 20:33:03,Off,Good,Current Data,,,Sensor,True
865,Stable_Site,09/12/2023 16:40:38,Off,Good,Current Data,,,Sensor,True
866,Stable_Site,09/12/2023 16:42:24,In Operation,Good,Current Data,,,Sensor,True
867,Stable_Site,09/12/2023 16:44:07,Off,Good,Current Data,,,Sensor,True
868,Stable_Site,09/12/2023 16:46:56,In Operation,Good,Current Data,,,Sensor,True
869,Stable_Site,09/12/2023 16:48:36,Off,Good,Current Data,,,Sensor,True
870,Stable_Site,09/12/2023 16:51:36,In Operation,Good,Current Data,,,Sensor,True
871,Stable_Site,09/12/2023 16:54:08,Off,Good,Current Data,,,Sensor,True
872,Stable_Site,09/12/2023 16:56:34,In Operation,Good,Current Data,,,Sensor,True
873,Stable_Site,09/12/2023 16:58:44,Off,Good,Current Data,,,Sensor,True
874,Stable_Site,09/12/2023 17:01:39,In Operation,Good,Current Data,,,Sensor,True
875,Stable_Site,09/12/2023 17:03:31,Off,Good,Current Data,,,Sensor,True
876,Stable_Site,09/12/2023 17:05:54,In Operation,Good,Current Data,,,Sensor,True
877,Stable_Site,09/12/2023 17:08:45,Off,Good,Current Data,,,Sensor,True
878,Stable_Site,10/12/2023 04:27:46,Off,Good,Current Data,,,Sensor,True
879,Stable_Site,10/12/2023 04:29:51,In Operation,Good,Current Data,,,Sensor,True
880,Stable_Site,10/12/2023 04:32:42,Off,Good,Current Data,,,Sensor,True
881,Stable_Site,10/12/2023 04:35:03,In Operation,Good,Current Data,,,Sensor,True
882,Stable_Site,10/12/2023 04:37:38,Off,Good,Current Data,,,Sensor,True
883,Stable_Site,10/12/2023 04:40:02,In Operation,Good,Current Data,,,Sensor,True
884,Stable_Site,10/12/2023 04:41:59,Off,Good,Current Data,,,Sensor,True
885,Stable_Site,10/12/2023 04:44:30,In Operation,Good,Current Data,,,Sensor,True
886,Stable_Site,10/12/2023 04:46:49,Off,Good,Current Data,,,Sensor,True
887,Stable_Site,10/12/2023 04:49:03,In Operation,Good,Current Data,,,Sensor,True
888,Stable_Site,10/12/2023 04:51:02,Off,Good,Current Data,,,Sensor,True
889,Stable_Site,11/12/2023 11:00:52,In Operation,Good,Current Data,,,Sensor,True
890,Stable_Site,11/12/2023 11:03:00,Off,Good,Current Data,,,Sensor,True
891,Stable_Site,11/12/2023 11:04:54,In Operation,Good,Current Data,,,Sensor,True
892,Stable_Site,11/12/2023 11:07:44,Off,Good,Current Data,,,Sensor,True
893,Stable_Site,11/12/2023 11:09:48,In Operation,Good,Current Data,,,Sensor,True
894,Stable_Site,11/12/2023 11:12:16,Off,Good,Current Data,,,Sensor,True
895,Stable_Site,11/12/2023 11:14:58,In Operation,Good,Current Data,,,Sensor,True
896,Stable_Site,11/12/2023 11:17:46,Off,Good,Current Data,,,Sensor,True
897,Stable_Site,11/12/2023 11:20:39,In Operation,Good,Current Data,,,Sensor,True
898,Stable_Site,11/12/2023 11:23:19,Off,Good,Current Data,,,Sensor,True
899,Stable_Site,11/12/2023 11:25:51,In Operation,Good,Current Data,,,Sensor,True
900,Stable_Site,11/12/2023 11:27:53,Off,Good,Current Data,,,Sensor,True
901,Stable_Site,11/12/2023 11:30:01,In Operation,Good,Current Data,,,Sensor,True
902,Stable_Site,12/12/2023 12:49:31,In Operation,Good,Current Data,,,Sensor,True
903,Stable_Site,12/12/2023 12:51:53,Off,Good,Current Data,,,Sensor,True
904,Stable_Site,12/12/2023 12:54:00,In Operation,Good,Current Data,,,Sensor,True
905,Stable_Site,12/12/2023 12:56:25,Off,Good,Current Data,,,Sensor,True
906,Stable_Site,12/12/2023 12:59:20,In Operation,Good,Current Data,,,Sensor,True
907,Stable_Site,12/12/2023 13:01:06,Off,Good,Current Data,,,Sensor,True
908,Stable_Site,12/12/2023 13:03:10,In Operation,Good,Current Data,,,Sensor,True
909,Stable_Site,12/12/2023 13:05:14,Off,Good,Current Data,,,Sensor,True
910,Stable_Site,12/12/2023 13:08:10,In Operation,Good,Current Data,,,Sensor,True
911,Stable_Site,12/12/2023 13:10:56,Off,Good,Current Data,,,Sensor,True
912,Stable_Site,12/12/2023 13:13:25,In Operation,Good,Current Data,,,Sensor,True
913,Stable_Site,12/12/2023 13:16:07,Off,Good,Current Data,,,Sensor,True
914,Stable_Site,13/12/2023 12:37:20,Off,Good,Current Data,,,Sensor,True
915,Stable_Site,13/12/2023 12:39:26,In Operation,Good,Current Data,,,Sensor,True
916,Stable_Site,13/12/2023 12:41:21,Off,Good,Current Data,,,Sensor,True
917,Stable_Site,13/12/2023 12:44:21,In Operation,Good,Current Data,,,Sensor,True
918,Stable_Site,13/12/2023 12:46:31,Off,Good,Current Data,,,Sensor,True
919,Stable_Site,13/12/2023 12:49:20,In Operation,Good,Current Data,,,Sensor,True
920,Stable_Site,13/12/2023 12:51:34,Off,Good,Current Data,,,Sensor,True
921,Stable_Site,13/12/2023 12:54:24,In Operation,Good,Current Data,,,Sensor,True
922,Stable_Site,13/12/2023 12:57:00,Off,Good,Current Data,,,Sensor,True
923,Stable_Site,13/12/2023 12:59:01,In Operation,Good,Current Data,,,Sensor,True
924,Stable_Site,13/12/2023 13:01:30,Off,Good,Current Data,,,Sensor,True
925,Stable_Site,13/12/2023 13:03:45,In Operation,Good,Current Data,,,Sensor,True
926,Stable_Site,14/12/2023 21:18:42,In Operation,Good,Current Data,,,Sensor,True
927,Stable_Site,14/12/2023 21:21:05,Off,Good,Current Data,,,Sensor,True
928,Stable_Site,14/12/2023 21:23:14,In Operation,Good,Current Data,,,Sensor,True
929,Stable_Site,14/12/2023 21:25:45,Off,Good,Current Data,,,Sensor,True
930,Stable_Site,14/12/2023 21:28:07,In Operation,Good,Current Data,,,Sensor,True
